date,value,memo
2026-03-27,1508.9,"전일대비 +1.90원(상승), 최근30일 평균(1470.4원) 대비 송금 불리"
2026-03-30,1515.7,"전일대비 +6.80원(상승), 최근30일 평균(1472.0원) 대비 송금 불리"
2026-03-31,1530.1,"전일대비 +14.40원(상승), 최근30일 평균(1473.9원) 대비 송금 불리"
2026-04-01,1501.3,"전일대비 -28.80원(하락), 최근30일 평균(1476.6원) 대비 송금 불리"
2026-04-02,1519.7,"전일대비 +18.40원(상승), 최근30일 평균(1478.6원) 대비 송금 불리"
2026-04-03,1505.2,"전일대비 -14.50원(하락), 최근30일 평균(1481.1원) 대비 송금 불리"
2026-04-06,1506.3,"전일대비 +1.10원(상승), 최근30일 평균(1483.1원) 대비 송금 불리"
2026-04-07,1504.2,"전일대비 -2.10원(하락), 최근30일 평균(1485.1원) 대비 송금 불리"
2026-04-08,1470.6,"전일대비 -33.60원(하락), 최근30일 평균(1487.2원) 대비 송금 유리"
2026-04-09,1482.5,"전일대비 +11.90원(상승), 최근30일 평균(1488.2원) 대비 송금 유리"
2026-04-10,1482.5,"전일대비 +0.00원(보합), 최근30일 평균(1489.9원) 대비 송금 유리"
2026-04-13,1489.3,"전일대비 +6.80원(상승), 최근30일 평균(1491.8원) 대비 송금 유리"
2026-04-14,1481.2,"전일대비 -8.10원(하락), 최근30일 평균(1493.5원) 대비 송금 유리"
2026-04-15,1474.2,"전일대비 -7.00원(하락), 최근30일 평균(1494.0원) 대비 송금 유리"
2026-04-16,1474.6,"전일대비 +0.40원(상승), 최근30일 평균(1493.9원) 대비 송금 유리"
2026-04-17,1483.5,"전일대비 +8.90원(상승), 최근30일 평균(1494.1원) 대비 송금 유리"
2026-04-20,1477.2,"전일대비 -6.30원(하락), 최근30일 평균(1494.4원) 대비 송금 유리"
2026-04-21,1468.5,"전일대비 -8.70원(하락), 최근30일 평균(1493.8원) 대비 송금 유리"
2026-04-22,1476.0,"전일대비 +7.50원(상승), 최근30일 평균(1493.7원) 대비 송금 유리"
2026-04-23,1481.0,"전일대비 +5.00원(상승), 최근30일 평균(1494.0원) 대비 송금 유리"
2026-04-24,1484.5,"전일대비 +3.50원(상승), 최근30일 평균(1494.0원) 대비 송금 유리"
2026-04-27,1472.5,"전일대비 -12.00원(하락), 최근30일 평균(1493.7원) 대비 송금 유리"
2026-04-28,1473.6,"전일대비 +1.10원(상승), 최근30일 평균(1492.9원) 대비 송금 유리"
2026-04-29,1479.0,"전일대비 +5.40원(상승), 최근30일 평균(1492.2원) 대비 송금 유리"
2026-04-30,1483.3,"전일대비 +4.30원(상승), 최근30일 평균(1492.1원) 대비 송금 유리"
2026-05-04,1462.8,"전일대비 -20.50원(하락), 최근30일 평균(1491.5원) 대비 송금 유리"
2026-05-06,1455.1,"전일대비 -7.70원(하락), 최근30일 평균(1490.2원) 대비 송금 유리"
2026-05-07,1454.0,"전일대비 -1.10원(하락), 최근30일 평균(1488.2원) 대비 송금 유리"
2026-05-08,1471.7,"전일대비 +17.70원(상승), 최근30일 평균(1486.8원) 대비 송금 유리"
2026-05-11,1472.4,"전일대비 +0.70원(상승), 최근30일 평균(1485.9원) 대비 송금 유리"
2026-05-12,1489.9,"전일대비 +17.50원(상승), 최근30일 평균(1484.7원) 대비 송금 불리"
2026-05-13,1490.6,"전일대비 +0.70원(상승), 최근30일 평균(1484.1원) 대비 송금 불리"
2026-05-14,1491.0,"전일대비 +0.40원(상승), 최근30일 평균(1483.2원) 대비 송금 불리"
2026-05-15,1500.8,"전일대비 +9.80원(상승), 최근30일 평균(1481.9원) 대비 송금 불리"
2026-05-18,1500.3,"전일대비 -0.50원(하락), 최근30일 평균(1481.9원) 대비 송금 불리"
2026-05-19,1507.8,"전일대비 +7.50원(상승), 최근30일 평균(1481.3원) 대비 송금 불리"
2026-05-20,1506.8,"전일대비 -1.00원(하락), 최근30일 평균(1481.4원) 대비 송금 불리"
2026-05-21,1506.1,"전일대비 -0.70원(하락), 최근30일 평균(1481.4원) 대비 송금 불리"
2026-05-22,1517.2,"전일대비 +11.10원(상승), 최근30일 평균(1481.4원) 대비 송금 불리"
2026-05-26,1504.3,"전일대비 -12.90원(하락), 최근30일 평균(1483.0원) 대비 송금 불리"
2026-05-27,1501.2,"전일대비 -3.10원(하락), 최근30일 평균(1483.7원) 대비 송금 불리"
2026-05-28,1502.8,"전일대비 +1.60원(상승), 최근30일 평균(1484.3원) 대비 송금 불리"
2026-05-29,1507.9,"전일대비 +5.10원(상승), 최근30일 평균(1484.8원) 대비 송금 불리"
2026-06-01,1504.3,"전일대비 -3.60원(하락), 최근30일 평균(1485.7원) 대비 송금 불리"
2026-06-02,1516.4,"전일대비 +12.10원(상승), 최근30일 평균(1486.7원) 대비 송금 불리"
2026-06-04,1529.7,"전일대비 +13.30원(상승), 최근30일 평균(1488.1원) 대비 송금 불리"
2026-06-05,1539.1,"전일대비 +9.40원(상승), 최근30일 평균(1489.6원) 대비 송금 불리"
2026-06-08,1535.0,"전일대비 -4.10원(하락), 최근30일 평균(1491.7원) 대비 송금 불리"
2026-06-09,1512.1,"전일대비 -22.90원(하락), 최근30일 평균(1493.9원) 대비 송금 불리"
2026-06-10,1524.2,"전일대비 +12.10원(상승), 최근30일 평균(1495.1원) 대비 송금 불리"
2026-06-11,1528.9,"전일대비 +4.70원(상승), 최근30일 평균(1496.5원) 대비 송금 불리"
2026-06-12,1519.8,"전일대비 -9.10원(하락), 최근30일 평균(1498.0원) 대비 송금 불리"
2026-06-15,1511.1,"전일대비 -8.70원(하락), 최근30일 평균(1499.6원) 대비 송금 불리"
2026-06-16,1511.6,"전일대비 +0.50원(상승), 최근30일 평균(1500.9원) 대비 송금 불리"
2026-06-17,1513.4,"전일대비 +1.80원(상승), 최근30일 평균(1501.9원) 대비 송금 불리"
2026-06-18,1527.1,"전일대비 +13.70원(상승), 최근30일 평균(1502.9원) 대비 송금 불리"
2026-06-19,1527.0,"전일대비 -0.10원(하락), 최근30일 평균(1505.1원) 대비 송금 불리"
2026-06-22,1537.0,"전일대비 +10.00원(상승), 최근30일 평균(1507.5원) 대비 송금 불리"
2026-06-23,1539.1,"전일대비 +2.10원(상승), 최근30일 평균(1510.2원) 대비 송금 불리"
2026-06-24,1541.8,"전일대비 +2.70원(상승), 최근30일 평균(1512.5원) 대비 송금 불리"
2026-06-25,1542.7,"전일대비 +0.90원(상승), 최근30일 평균(1514.8원) 대비 송금 불리"
2026-06-26,1532.0,"전일대비 -10.70원(하락), 최근30일 평균(1516.6원) 대비 송금 불리"
2026-06-29,1545.2,"전일대비 +13.20원(상승), 최근30일 평균(1518.0원) 대비 송금 불리"
2026-06-30,1549.4,"전일대비 +4.20원(상승), 최근30일 평균(1519.8원) 대비 송금 불리"
2026-07-01,1554.9,"전일대비 +5.50원(상승), 최근30일 평균(1521.4원) 대비 송금 불리"
2026-07-02,1555.8,"전일대비 +0.90원(상승), 최근30일 평균(1523.2원) 대비 송금 불리"
2026-07-03,1525.6,"전일대비 -30.20원(하락), 최근30일 평균(1524.8원) 대비 송금 불리"
2026-07-06,1530.3,"전일대비 +4.70원(상승), 최근30일 평균(1525.4원) 대비 송금 불리"
2026-07-07,1528.2,"전일대비 -2.10원(하락), 최근30일 평균(1526.2원) 대비 송금 불리"
2026-07-08,1498.5,"전일대비 -29.70원(하락), 최근30일 평균(1526.6원) 대비 송금 유리"
2026-07-09,1506.1,"전일대비 +7.60원(상승), 최근30일 평균(1526.4원) 대비 송금 유리"
2026-07-10,1501.4,"전일대비 -4.70원(하락), 최근30일 평균(1526.6원) 대비 송금 유리"
2026-07-13,1503.4,"전일대비 +2.00원(상승), 최근30일 평균(1526.5원) 대비 송금 유리"
2026-07-14,1493.0,"전일대비 -10.40원(하락), 최근30일 평균(1526.4원) 대비 송금 유리"
2026-07-15,1484.7,"전일대비 -8.30원(하락), 최근30일 평균(1526.0원) 대비 송금 유리"
2026-07-16,1480.4,"전일대비 -4.30원(하락), 최근30일 평균(1524.9원) 대비 송금 유리"
2026-07-20,1478.4,"전일대비 -2.00원(하락), 최근30일 평균(1523.3원) 대비 송금 유리"
2026-07-21,1473.4,"전일대비 -5.00원(하락), 최근30일 평균(1521.3원) 대비 송금 유리"
2026-07-22,1480.1,"전일대비 +6.70원(상승), 최근30일 평균(1519.2원) 대비 송금 유리"
2026-07-23,1466.8,"전일대비 -13.30원(하락), 최근30일 평균(1518.2원) 대비 송금 유리"
2026-07-24,1466.6,"전일대비 -0.20원(하락), 최근30일 평균(1516.2원) 대비 송금 유리"
2026-07-27,1468.5,"전일대비 +1.90원(상승), 최근30일 평균(1514.2원) 대비 송금 유리"
2026-07-28,1462.5,"전일대비 -6.00원(하락), 최근30일 평균(1512.5원) 대비 송금 유리"
2026-07-29,1446.7,"전일대비 -15.80원(하락), 최근30일 평균(1510.8원) 대비 송금 유리"
2026-07-30,1437.4,"전일대비 -9.30원(하락), 최근30일 평균(1508.7원) 대비 송금 유리"
2026-07-31,1424.0,"전일대비 -13.40원(하락), 최근30일 평균(1506.1원) 대비 송금 유리"
2026-08-03,1429.8,"전일대비 +5.80원(상승), 최근30일 평균(1502.7원) 대비 송금 유리"
2026-08-04,1432.5,"전일대비 +2.70원(상승), 최근30일 평균(1499.5원) 대비 송금 유리"
2026-08-05,1424.5,"전일대비 -8.00원(하락), 최근30일 평균(1496.0원) 대비 송금 유리"
2026-08-06,1423.8,"전일대비 -0.70원(하락), 최근30일 평균(1492.2원) 대비 송금 유리"
2026-08-07,1416.1,"전일대비 -7.70원(하락), 최근30일 평균(1488.2원) 대비 송금 유리"
2026-08-10,1418.4,"전일대비 +2.30원(상승), 최근30일 평균(1484.0원) 대비 송금 유리"
2026-08-11,1416.0,"전일대비 -2.40원(하락), 최근30일 평균(1480.2원) 대비 송금 유리"
2026-08-12,1415.7,"전일대비 -0.30원(하락), 최근30일 평균(1475.9원) 대비 송금 유리"
2026-08-13,1419.4,"전일대비 +3.70원(상승), 최근30일 평균(1471.5원) 대비 송금 유리"
2026-08-14,1418.3,"전일대비 -1.10원(하락), 최근30일 평균(1466.9원) 대비 송금 유리"
2026-08-18,1411.8,"전일대비 -6.50원(하락), 최근30일 평균(1462.3원) 대비 송금 유리"
2026-08-19,1397.7,"전일대비 -14.10원(하락), 최근30일 평균(1458.6원) 대비 송금 유리"
2026-08-20,1392.6,"전일대비 -5.10원(하락), 최근30일 평균(1454.1원) 대비 송금 유리"
2026-08-21,1386.5,"전일대비 -6.10원(하락), 최근30일 평균(1449.6원) 대비 송금 유리"
2026-08-24,1382.4,"전일대비 -4.10원(하락), 최근30일 평균(1445.9원) 대비 송금 유리"
2026-08-25,1386.1,"전일대비 +3.70원(상승), 최근30일 평균(1441.8원) 대비 송금 유리"
2026-08-26,1384.8,"전일대비 -1.30원(하락), 최근30일 평균(1437.9원) 대비 송금 유리"
2026-08-27,1380.9,"전일대비 -3.90원(하락), 최근30일 평균(1434.0원) 대비 송금 유리"
2026-08-28,1372.5,"전일대비 -8.40원(하락), 최근30일 평균(1430.2원) 대비 송금 유리"
2026-08-31,1368.6,"전일대비 -3.90원(하락), 최근30일 평균(1426.5원) 대비 송금 유리"
2026-09-01,1370.4,"전일대비 +1.80원(상승), 최근30일 평균(1422.8원) 대비 송금 유리"
2026-09-02,1368.7,"전일대비 -1.70원(하락), 최근30일 평균(1419.2원) 대비 송금 유리"
