date,value,memo
2023-01-02,1272.6,첫 데이터
2023-01-03,1271.0,"전일대비 -1.60원(하락), 최근1일 평균(1272.6원) 대비 송금 유리"
2023-01-04,1271.7,"전일대비 +0.70원(상승), 최근2일 평균(1271.8원) 대비 송금 유리"
2023-01-05,1269.4,"전일대비 -2.30원(하락), 최근3일 평균(1271.8원) 대비 송금 유리"
2023-01-06,1268.6,"전일대비 -0.80원(하락), 최근4일 평균(1271.2원) 대비 송금 유리"
2023-01-09,1243.5,"전일대비 -25.10원(하락), 최근5일 평균(1270.7원) 대비 송금 유리"
2023-01-10,1244.7,"전일대비 +1.20원(상승), 최근6일 평균(1266.1원) 대비 송금 유리"
2023-01-11,1246.2,"전일대비 +1.50원(상승), 최근7일 평균(1263.1원) 대비 송금 유리"
2023-01-12,1245.8,"전일대비 -0.40원(하락), 최근8일 평균(1261.0원) 대비 송금 유리"
2023-01-13,1241.3,"전일대비 -4.50원(하락), 최근9일 평균(1259.3원) 대비 송금 유리"
2023-01-16,1235.3,"전일대비 -6.00원(하락), 최근10일 평균(1257.5원) 대비 송금 유리"
2023-01-17,1238.7,"전일대비 +3.40원(상승), 최근11일 평균(1255.5원) 대비 송금 유리"
2023-01-18,1237.4,"전일대비 -1.30원(하락), 최근12일 평균(1254.1원) 대비 송금 유리"
2023-01-19,1232.1,"전일대비 -5.30원(하락), 최근13일 평균(1252.8원) 대비 송금 유리"
2023-01-20,1235.5,"전일대비 +3.40원(상승), 최근14일 평균(1251.3원) 대비 송금 유리"
2023-01-25,1231.7,"전일대비 -3.80원(하락), 최근15일 평균(1250.3원) 대비 송금 유리"
2023-01-26,1230.7,"전일대비 -1.00원(하락), 최근16일 평균(1249.1원) 대비 송금 유리"
2023-01-27,1231.3,"전일대비 +0.60원(상승), 최근17일 평균(1248.0원) 대비 송금 유리"
2023-01-30,1227.4,"전일대비 -3.90원(하락), 최근18일 평균(1247.1원) 대비 송금 유리"
2023-01-31,1231.9,"전일대비 +4.50원(상승), 최근19일 평균(1246.0원) 대비 송금 유리"
2023-02-01,1231.3,"전일대비 -0.60원(하락), 최근20일 평균(1245.3원) 대비 송금 유리"
2023-02-02,1220.3,"전일대비 -11.00원(하락), 최근21일 평균(1244.7원) 대비 송금 유리"
2023-02-03,1229.4,"전일대비 +9.10원(상승), 최근22일 평균(1243.6원) 대비 송금 유리"
2023-02-06,1252.8,"전일대비 +23.40원(상승), 최근23일 평균(1242.9원) 대비 송금 불리"
2023-02-07,1255.3,"전일대비 +2.50원(상승), 최근24일 평균(1243.4원) 대비 송금 불리"
2023-02-08,1260.1,"전일대비 +4.80원(상승), 최근25일 평균(1243.8원) 대비 송금 불리"
2023-02-09,1260.4,"전일대비 +0.30원(상승), 최근26일 평균(1244.5원) 대비 송금 불리"
2023-02-10,1265.2,"전일대비 +4.80원(상승), 최근27일 평균(1245.1원) 대비 송금 불리"
2023-02-13,1277.3,"전일대비 +12.10원(상승), 최근28일 평균(1245.8원) 대비 송금 불리"
2023-02-14,1269.4,"전일대비 -7.90원(하락), 최근29일 평균(1246.9원) 대비 송금 불리"
2023-02-15,1282.2,"전일대비 +12.80원(상승), 최근30일 평균(1247.6원) 대비 송금 불리"
2023-02-16,1284.8,"전일대비 +2.60원(상승), 최근30일 평균(1247.9원) 대비 송금 불리"
2023-02-17,1299.5,"전일대비 +14.70원(상승), 최근30일 평균(1248.4원) 대비 송금 불리"
2023-02-20,1294.5,"전일대비 -5.00원(하락), 최근30일 평균(1249.3원) 대비 송금 불리"
2023-02-21,1295.9,"전일대비 +1.40원(상승), 최근30일 평균(1250.2원) 대비 송금 불리"
2023-02-22,1304.9,"전일대비 +9.00원(상승), 최근30일 평균(1251.1원) 대비 송금 불리"
2023-02-23,1297.1,"전일대비 -7.80원(하락), 최근30일 평균(1253.1원) 대비 송금 불리"
2023-02-24,1304.8,"전일대비 +7.70원(상승), 최근30일 평균(1254.9원) 대비 송금 불리"
2023-02-27,1323.0,"전일대비 +18.20원(상승), 최근30일 평균(1256.8원) 대비 송금 불리"
2023-02-28,1322.6,"전일대비 -0.40원(하락), 최근30일 평균(1259.4원) 대비 송금 불리"
2023-03-02,1315.3,"전일대비 -7.30원(하락), 최근30일 평균(1262.1원) 대비 송금 불리"
2023-03-03,1301.6,"전일대비 -13.70원(하락), 최근30일 평균(1264.8원) 대비 송금 불리"
2023-03-06,1296.9,"전일대비 -4.70원(하락), 최근30일 평균(1266.9원) 대비 송금 불리"
2023-03-07,1299.4,"전일대비 +2.50원(상승), 최근30일 평균(1268.8원) 대비 송금 불리"
2023-03-08,1321.4,"전일대비 +22.00원(상승), 최근30일 평균(1271.1원) 대비 송금 불리"
2023-03-09,1322.2,"전일대비 +0.80원(상승), 최근30일 평균(1273.9원) 대비 송금 불리"
2023-03-10,1324.2,"전일대비 +2.00원(상승), 최근30일 평균(1277.0원) 대비 송금 불리"
2023-03-13,1301.8,"전일대비 -22.40원(하락), 최근30일 평균(1280.1원) 대비 송금 불리"
2023-03-14,1311.1,"전일대비 +9.30원(상승), 최근30일 평균(1282.4원) 대비 송금 불리"
2023-03-15,1303.7,"전일대비 -7.40원(하락), 최근30일 평균(1285.2원) 대비 송금 불리"
2023-03-16,1313.0,"전일대비 +9.30원(상승), 최근30일 평균(1287.6원) 대비 송금 불리"
2023-03-17,1302.2,"전일대비 -10.80원(하락), 최근30일 평균(1290.3원) 대비 송금 불리"
2023-03-20,1310.5,"전일대비 +8.30원(상승), 최근30일 평균(1293.1원) 대비 송금 불리"
2023-03-21,1311.2,"전일대비 +0.70원(상승), 최근30일 평균(1295.8원) 대비 송금 불리"
2023-03-22,1307.7,"전일대비 -3.50원(하락), 최근30일 평균(1297.7원) 대비 송금 불리"
2023-03-23,1278.3,"전일대비 -29.40원(하락), 최근30일 평균(1299.5원) 대비 송금 유리"
2023-03-24,1294.3,"전일대비 +16.00원(상승), 최근30일 평균(1300.1원) 대비 송금 유리"
2023-03-27,1301.5,"전일대비 +7.20원(상승), 최근30일 평균(1301.2원) 대비 송금 불리"
2023-03-28,1298.8,"전일대비 -2.70원(하락), 최근30일 평균(1302.4원) 대비 송금 유리"
2023-03-29,1302.7,"전일대비 +3.90원(상승), 최근30일 평균(1303.1원) 대비 송금 유리"
2023-03-30,1299.0,"전일대비 -3.70원(하락), 최근30일 평균(1304.2원) 대비 송금 유리"
2023-03-31,1301.9,"전일대비 +2.90원(상승), 최근30일 평균(1304.8원) 대비 송금 유리"
2023-04-03,1316.5,"전일대비 +14.60원(상승), 최근30일 평균(1305.4원) 대비 송금 불리"
2023-04-04,1315.8,"전일대비 -0.70원(하락), 최근30일 평균(1305.9원) 대비 송금 불리"
2023-04-05,1310.5,"전일대비 -5.30원(하락), 최근30일 평균(1306.6원) 대비 송금 불리"
2023-04-06,1319.1,"전일대비 +8.60원(상승), 최근30일 평균(1307.1원) 대비 송금 불리"
2023-04-07,1316.7,"전일대비 -2.40원(하락), 최근30일 평균(1307.6원) 대비 송금 불리"
2023-04-10,1319.7,"전일대비 +3.00원(상승), 최근30일 평균(1308.3원) 대비 송금 불리"
2023-04-11,1322.2,"전일대비 +2.50원(상승), 최근30일 평균(1308.8원) 대비 송금 불리"
2023-04-12,1325.7,"전일대비 +3.50원(상승), 최근30일 평균(1308.7원) 대비 송금 불리"
2023-04-13,1310.4,"전일대비 -15.30원(하락), 최근30일 평균(1308.8원) 대비 송금 불리"
2023-04-14,1298.9,"전일대비 -11.50원(하락), 최근30일 평균(1308.7원) 대비 송금 유리"
2023-04-17,1311.1,"전일대비 +12.20원(상승), 최근30일 평균(1308.6원) 대비 송금 불리"
2023-04-18,1318.6,"전일대비 +7.50원(상승), 최근30일 평균(1309.0원) 대비 송금 불리"
2023-04-19,1325.7,"전일대비 +7.10원(상승), 최근30일 평균(1309.7원) 대비 송금 불리"
2023-04-20,1322.8,"전일대비 -2.90원(하락), 최근30일 평균(1309.8원) 대비 송금 불리"
2023-04-21,1328.2,"전일대비 +5.40원(상승), 최근30일 평균(1309.9원) 대비 송금 불리"
2023-04-24,1334.8,"전일대비 +6.60원(상승), 최근30일 평균(1310.0원) 대비 송금 불리"
2023-04-25,1332.2,"전일대비 -2.60원(하락), 최근30일 평균(1311.1원) 대비 송금 불리"
2023-04-26,1336.3,"전일대비 +4.10원(상승), 최근30일 평균(1311.8원) 대비 송금 불리"
2023-04-27,1338.0,"전일대비 +1.70원(상승), 최근30일 평균(1312.9원) 대비 송금 불리"
2023-04-28,1337.7,"전일대비 -0.30원(하락), 최근30일 평균(1313.7원) 대비 송금 불리"
2023-05-02,1342.1,"전일대비 +4.40원(상승), 최근30일 평균(1314.9원) 대비 송금 불리"
2023-05-03,1338.2,"전일대비 -3.90원(하락), 최근30일 평균(1315.9원) 대비 송금 불리"
2023-05-04,1322.8,"전일대비 -15.40원(하락), 최근30일 평균(1316.8원) 대비 송금 불리"
2023-05-08,1321.4,"전일대비 -1.40원(하락), 최근30일 평균(1317.3원) 대비 송금 불리"
2023-05-09,1323.9,"전일대비 +2.50원(상승), 최근30일 평균(1318.8원) 대비 송금 불리"
2023-05-10,1324.8,"전일대비 +0.90원(상승), 최근30일 평균(1319.8원) 대비 송금 불리"
2023-05-11,1326.3,"전일대비 +1.50원(상승), 최근30일 평균(1320.5원) 대비 송금 불리"
2023-05-12,1334.5,"전일대비 +8.20원(상승), 최근30일 평균(1321.5원) 대비 송금 불리"
2023-05-15,1337.0,"전일대비 +2.50원(상승), 최근30일 평균(1322.5원) 대비 송금 불리"
2023-05-16,1338.6,"전일대비 +1.60원(상승), 최근30일 평균(1323.8원) 대비 송금 불리"
2023-05-17,1337.2,"전일대비 -1.40원(하락), 최근30일 평균(1325.0원) 대비 송금 불리"
2023-05-18,1334.2,"전일대비 -3.00원(하락), 최근30일 평균(1325.7원) 대비 송금 불리"
2023-05-19,1326.7,"전일대비 -7.50원(하락), 최근30일 평균(1326.3원) 대비 송금 불리"
2023-05-22,1318.1,"전일대비 -8.60원(하락), 최근30일 평균(1326.9원) 대비 송금 유리"
2023-05-23,1312.7,"전일대비 -5.40원(하락), 최근30일 평균(1326.8원) 대비 송금 유리"
2023-05-24,1317.4,"전일대비 +4.70원(상승), 최근30일 평균(1326.7원) 대비 송금 유리"
2023-05-25,1326.0,"전일대비 +8.60원(상승), 최근30일 평균(1326.6원) 대비 송금 유리"
2023-05-26,1324.5,"전일대비 -1.50원(하락), 최근30일 평균(1326.7원) 대비 송금 유리"
2023-05-30,1324.9,"전일대비 +0.40원(상승), 최근30일 평균(1326.7원) 대비 송금 유리"
2023-05-31,1327.2,"전일대비 +2.30원(상승), 최근30일 평균(1327.2원) 대비 송금 불리"
2023-06-01,1321.6,"전일대비 -5.60원(하락), 최근30일 평균(1328.1원) 대비 송금 유리"
2023-06-02,1305.7,"전일대비 -15.90원(하락), 최근30일 평균(1328.5원) 대비 송금 유리"
2023-06-05,1308.1,"전일대비 +2.40원(상승), 최근30일 평균(1328.0원) 대비 송금 유리"
2023-06-07,1303.8,"전일대비 -4.30원(하락), 최근30일 평균(1327.5원) 대비 송금 유리"
2023-06-08,1303.7,"전일대비 -0.10원(하락), 최근30일 평균(1326.8원) 대비 송금 유리"
2023-06-09,1291.5,"전일대비 -12.20원(하락), 최근30일 평균(1326.0원) 대비 송금 유리"
2023-06-12,1288.3,"전일대비 -3.20원(하락), 최근30일 평균(1324.6원) 대비 송금 유리"
2023-06-13,1271.4,"전일대비 -16.90원(하락), 최근30일 평균(1323.1원) 대비 송금 유리"
2023-06-14,1278.5,"전일대비 +7.10원(상승), 최근30일 평균(1320.9원) 대비 송금 유리"
2023-06-15,1280.5,"전일대비 +2.00원(상승), 최근30일 평균(1319.0원) 대비 송금 유리"
2023-06-16,1271.9,"전일대비 -8.60원(하락), 최근30일 평균(1317.1원) 대비 송금 유리"
2023-06-19,1282.0,"전일대비 +10.10원(상승), 최근30일 평균(1314.7원) 대비 송금 유리"
2023-06-20,1280.3,"전일대비 -1.70원(하락), 최근30일 평균(1312.8원) 대비 송금 유리"
2023-06-21,1292.0,"전일대비 +11.70원(상승), 최근30일 평균(1311.4원) 대비 송금 유리"
2023-06-22,1294.9,"전일대비 +2.90원(상승), 최근30일 평균(1310.4원) 대비 송금 유리"
2023-06-23,1304.2,"전일대비 +9.30원(상승), 최근30일 평균(1309.5원) 대비 송금 유리"
2023-06-26,1306.3,"전일대비 +2.10원(상승), 최근30일 평균(1308.8원) 대비 송금 유리"
2023-06-27,1300.3,"전일대비 -6.00원(하락), 최근30일 평균(1308.1원) 대비 송금 유리"
2023-06-28,1307.3,"전일대비 +7.00원(상승), 최근30일 평균(1307.0원) 대비 송금 불리"
2023-06-29,1317.6,"전일대비 +10.30원(상승), 최근30일 평균(1306.0원) 대비 송금 불리"
2023-06-30,1317.7,"전일대비 +0.10원(상승), 최근30일 평균(1305.3원) 대비 송금 불리"
2023-07-03,1308.0,"전일대비 -9.70원(하락), 최근30일 평균(1304.6원) 대비 송금 불리"
2023-07-04,1301.4,"전일대비 -6.60원(하락), 최근30일 평균(1303.8원) 대비 송금 유리"
2023-07-05,1298.6,"전일대비 -2.80원(하락), 최근30일 평균(1302.9원) 대비 송금 유리"
2023-07-06,1300.9,"전일대비 +2.30원(상승), 최근30일 평균(1302.3원) 대비 송금 유리"
2023-07-07,1305.0,"전일대비 +4.10원(상승), 최근30일 평균(1301.9원) 대비 송금 불리"
2023-07-10,1306.5,"전일대비 +1.50원(상승), 최근30일 평균(1301.5원) 대비 송금 불리"
2023-07-11,1293.7,"전일대비 -12.80원(하락), 최근30일 평균(1300.8원) 대비 송금 유리"
2023-07-12,1288.7,"전일대비 -5.00원(하락), 최근30일 평균(1299.8원) 대비 송금 유리"
2023-07-13,1274.0,"전일대비 -14.70원(하락), 최근30일 평균(1298.6원) 대비 송금 유리"
2023-07-14,1265.8,"전일대비 -8.20원(하락), 최근30일 평균(1296.8원) 대비 송금 유리"
2023-07-17,1266.6,"전일대비 +0.80원(상승), 최근30일 평균(1295.0원) 대비 송금 유리"
2023-07-18,1260.4,"전일대비 -6.20원(하락), 최근30일 평균(1293.7원) 대비 송금 유리"
2023-07-19,1265.6,"전일대비 +5.20원(상승), 최근30일 평균(1292.1원) 대비 송금 유리"
2023-07-20,1269.9,"전일대비 +4.30원(상승), 최근30일 평균(1290.8원) 대비 송금 유리"
2023-07-21,1283.4,"전일대비 +13.50원(상승), 최근30일 평균(1289.7원) 대비 송금 유리"
2023-07-24,1279.9,"전일대비 -3.50원(하락), 최근30일 평균(1289.4원) 대비 송금 유리"
2023-07-25,1275.4,"전일대비 -4.50원(하락), 최근30일 평균(1289.1원) 대비 송금 유리"
2023-07-26,1274.5,"전일대비 -0.90원(하락), 최근30일 평균(1289.2원) 대비 송금 유리"
2023-07-27,1277.7,"전일대비 +3.20원(상승), 최근30일 평균(1289.1원) 대비 송금 유리"
2023-07-28,1277.0,"전일대비 -0.70원(하락), 최근30일 평균(1289.0원) 대비 송금 유리"
2023-07-31,1274.6,"전일대비 -2.40원(하락), 최근30일 평균(1289.2원) 대비 송금 유리"
2023-08-01,1283.8,"전일대비 +9.20원(상승), 최근30일 평균(1288.9원) 대비 송금 유리"
2023-08-02,1298.5,"전일대비 +14.70원(상승), 최근30일 평균(1289.1원) 대비 송금 불리"
2023-08-03,1299.1,"전일대비 +0.60원(상승), 최근30일 평균(1289.3원) 대비 송금 불리"
2023-08-04,1309.8,"전일대비 +10.70원(상승), 최근30일 평균(1289.4원) 대비 송금 불리"
2023-08-07,1306.2,"전일대비 -3.60원(하락), 최근30일 평균(1289.6원) 대비 송금 불리"
2023-08-08,1315.7,"전일대비 +9.50원(상승), 최근30일 평균(1289.6원) 대비 송금 불리"
2023-08-09,1315.7,"전일대비 +0.00원(보합), 최근30일 평균(1290.1원) 대비 송금 불리"
2023-08-10,1316.0,"전일대비 +0.30원(상승), 최근30일 평균(1290.4원) 대비 송금 불리"
2023-08-11,1324.9,"전일대비 +8.90원(상승), 최근30일 평균(1290.3원) 대비 송금 불리"
2023-08-14,1330.9,"전일대비 +6.00원(상승), 최근30일 평균(1290.6원) 대비 송금 불리"
2023-08-16,1336.9,"전일대비 +6.00원(상승), 최근30일 평균(1291.3원) 대비 송금 불리"
2023-08-17,1342.0,"전일대비 +5.10원(상승), 최근30일 평균(1292.5원) 대비 송금 불리"
2023-08-18,1338.3,"전일대비 -3.70원(하락), 최근30일 평균(1294.0원) 대비 송금 불리"
2023-08-21,1342.6,"전일대비 +4.30원(상승), 최근30일 평균(1295.2원) 대비 송금 불리"
2023-08-22,1335.5,"전일대비 -7.10원(하락), 최근30일 평균(1296.5원) 대비 송금 불리"
2023-08-23,1339.7,"전일대비 +4.20원(상승), 최근30일 평균(1297.4원) 대비 송금 불리"
2023-08-24,1322.6,"전일대비 -17.10원(하락), 최근30일 평균(1299.0원) 대비 송금 불리"
2023-08-25,1325.2,"전일대비 +2.60원(상승), 최근30일 평균(1300.1원) 대비 송금 불리"
2023-08-28,1323.4,"전일대비 -1.80원(하락), 최근30일 평균(1301.8원) 대비 송금 불리"
2023-08-29,1321.9,"전일대비 -1.50원(하락), 최근30일 평균(1303.7원) 대비 송금 불리"
2023-08-30,1323.4,"전일대비 +1.50원(상승), 최근30일 평균(1305.6원) 대비 송금 불리"
2023-08-31,1321.8,"전일대비 -1.60원(하락), 최근30일 평균(1307.7원) 대비 송금 불리"
2023-09-01,1318.8,"전일대비 -3.00원(하락), 최근30일 평균(1309.5원) 대비 송금 불리"
2023-09-04,1319.8,"전일대비 +1.00원(상승), 최근30일 평균(1311.2원) 대비 송금 불리"
2023-09-05,1330.6,"전일대비 +10.80원(상승), 최근30일 평균(1312.4원) 대비 송금 불리"
2023-09-06,1330.5,"전일대비 -0.10원(하락), 최근30일 평균(1314.1원) 대비 송금 불리"
2023-09-07,1335.4,"전일대비 +4.90원(상승), 최근30일 평균(1315.9원) 대비 송금 불리"
2023-09-08,1333.4,"전일대비 -2.00원(하락), 최근30일 평균(1317.9원) 대비 송금 불리"
2023-09-11,1331.1,"전일대비 -2.30원(하락), 최근30일 평균(1319.8원) 대비 송금 불리"
2023-09-12,1327.8,"전일대비 -3.30원(하락), 최근30일 평균(1321.6원) 대비 송금 불리"
2023-09-13,1330.0,"전일대비 +2.20원(상승), 최근30일 평균(1323.4원) 대비 송금 불리"
2023-09-14,1325.7,"전일대비 -4.30원(하락), 최근30일 평균(1324.9원) 대비 송금 불리"
2023-09-15,1325.9,"전일대비 +0.20원(상승), 최근30일 평균(1325.8원) 대비 송금 불리"
2023-09-18,1324.4,"전일대비 -1.50원(하락), 최근30일 평균(1326.7원) 대비 송금 유리"
2023-09-19,1328.5,"전일대비 +4.10원(상승), 최근30일 평균(1327.2원) 대비 송금 불리"
2023-09-20,1330.1,"전일대비 +1.60원(상승), 최근30일 평균(1327.9원) 대비 송금 불리"
2023-09-21,1339.7,"전일대비 +9.60원(상승), 최근30일 평균(1328.4원) 대비 송금 불리"
2023-09-22,1336.8,"전일대비 -2.90원(하락), 최근30일 평균(1329.2원) 대비 송금 불리"
2023-09-25,1336.5,"전일대비 -0.30원(하락), 최근30일 평균(1329.9원) 대비 송금 불리"
2023-09-26,1348.5,"전일대비 +12.00원(상승), 최근30일 평균(1330.3원) 대비 송금 불리"
2023-09-27,1349.3,"전일대비 +0.80원(상승), 최근30일 평균(1330.9원) 대비 송금 불리"
2023-10-04,1363.5,"전일대비 +14.20원(상승), 최근30일 평균(1331.3원) 대비 송금 불리"
2023-10-05,1350.5,"전일대비 -13.00원(하락), 최근30일 평균(1332.0원) 대비 송금 불리"
2023-10-06,1349.9,"전일대비 -0.60원(하락), 최근30일 평균(1332.4원) 대비 송금 불리"
2023-10-10,1349.5,"전일대비 -0.40원(하락), 최근30일 평균(1332.7원) 대비 송금 불리"
2023-10-11,1338.7,"전일대비 -10.80원(하락), 최근30일 평균(1333.1원) 대비 송금 불리"
2023-10-12,1338.5,"전일대비 -0.20원(하락), 최근30일 평균(1333.1원) 대비 송금 불리"
2023-10-13,1350.0,"전일대비 +11.50원(상승), 최근30일 평균(1333.6원) 대비 송금 불리"
2023-10-16,1353.7,"전일대비 +3.70원(상승), 최근30일 평균(1334.5원) 대비 송금 불리"
2023-10-17,1353.6,"전일대비 -0.10원(하락), 최근30일 평균(1335.5원) 대비 송금 불리"
2023-10-18,1349.6,"전일대비 -4.00원(하락), 최근30일 평균(1336.5원) 대비 송금 불리"
2023-10-19,1357.4,"전일대비 +7.80원(상승), 최근30일 평균(1337.4원) 대비 송금 불리"
2023-10-20,1352.4,"전일대비 -5.00원(하락), 최근30일 평균(1338.6원) 대비 송금 불리"
2023-10-23,1353.7,"전일대비 +1.30원(상승), 최근30일 평균(1339.7원) 대비 송금 불리"
2023-10-24,1343.1,"전일대비 -10.60원(하락), 최근30일 평균(1340.8원) 대비 송금 불리"
2023-10-25,1349.7,"전일대비 +6.60원(상승), 최근30일 평균(1341.3원) 대비 송금 불리"
2023-10-26,1360.0,"전일대비 +10.30원(상승), 최근30일 평균(1341.9원) 대비 송금 불리"
2023-10-27,1355.9,"전일대비 -4.10원(하락), 최근30일 평균(1342.7원) 대비 송금 불리"
2023-10-30,1350.9,"전일대비 -5.00원(하락), 최근30일 평균(1343.5원) 대비 송금 불리"
2023-10-31,1350.5,"전일대비 -0.40원(하락), 최근30일 평균(1344.1원) 대비 송금 불리"
2023-11-01,1357.3,"전일대비 +6.80원(상승), 최근30일 평균(1344.9원) 대비 송금 불리"
2023-11-02,1342.9,"전일대비 -14.40원(하락), 최근30일 평균(1345.8원) 대비 송금 유리"
2023-11-03,1322.4,"전일대비 -20.50원(하락), 최근30일 평균(1346.4원) 대비 송금 유리"
2023-11-06,1297.3,"전일대비 -25.10원(하락), 최근30일 평균(1346.2원) 대비 송금 유리"
2023-11-07,1307.9,"전일대비 +10.60원(상승), 최근30일 평균(1345.3원) 대비 송금 유리"
2023-11-08,1310.6,"전일대비 +2.70원(상승), 최근30일 평균(1344.7원) 대비 송금 유리"
2023-11-09,1310.1,"전일대비 -0.50원(하락), 최근30일 평균(1344.0원) 대비 송금 유리"
2023-11-10,1316.8,"전일대비 +6.70원(상승), 최근30일 평균(1343.0원) 대비 송금 유리"
2023-11-13,1325.1,"전일대비 +8.30원(상승), 최근30일 평균(1342.4원) 대비 송금 유리"
2023-11-14,1328.9,"전일대비 +3.80원(상승), 최근30일 평균(1342.0원) 대비 송금 유리"
2023-11-15,1300.8,"전일대비 -28.10원(하락), 최근30일 평균(1341.3원) 대비 송금 유리"
2023-11-16,1296.9,"전일대비 -3.90원(하락), 최근30일 평균(1339.7원) 대비 송금 유리"
2023-11-17,1296.9,"전일대비 +0.00원(보합), 최근30일 평균(1337.5원) 대비 송금 유리"
2023-11-20,1291.6,"전일대비 -5.30원(하락), 최근30일 평균(1335.7원) 대비 송금 유리"
2023-11-21,1289.2,"전일대비 -2.40원(하락), 최근30일 평균(1333.8원) 대비 송금 유리"
2023-11-22,1300.5,"전일대비 +11.30원(상승), 최근30일 평균(1331.7원) 대비 송금 유리"
2023-11-23,1297.5,"전일대비 -3.00원(하락), 최근30일 평균(1330.5원) 대비 송금 유리"
2023-11-24,1306.4,"전일대비 +8.90원(상승), 최근30일 평균(1329.1원) 대비 송금 유리"
2023-11-27,1303.8,"전일대비 -2.60원(하락), 최근30일 평균(1327.7원) 대비 송금 유리"
2023-11-28,1293.7,"전일대비 -10.10원(하락), 최근30일 평균(1326.0원) 대비 송금 유리"
2023-11-29,1289.6,"전일대비 -4.10원(하락), 최근30일 평균(1324.0원) 대비 송금 유리"
2023-11-30,1290.0,"전일대비 +0.40원(상승), 최근30일 평균(1322.0원) 대비 송금 유리"
2023-12-01,1305.8,"전일대비 +15.80원(상승), 최근30일 평균(1319.7원) 대비 송금 유리"
2023-12-04,1304.0,"전일대비 -1.80원(하락), 최근30일 평균(1318.2원) 대비 송금 유리"
2023-12-05,1311.2,"전일대비 +7.20원(상승), 최근30일 평균(1316.5원) 대비 송금 유리"
2023-12-06,1313.1,"전일대비 +1.90원(상승), 최근30일 평균(1315.5원) 대비 송금 유리"
2023-12-07,1325.3,"전일대비 +12.20원(상승), 최근30일 평균(1314.3원) 대비 송금 불리"
2023-12-08,1306.8,"전일대비 -18.50원(하락), 최근30일 평균(1313.1원) 대비 송금 유리"
2023-12-11,1316.5,"전일대비 +9.70원(상승), 최근30일 평균(1311.5원) 대비 송금 불리"
2023-12-12,1314.0,"전일대비 -2.50원(하락), 최근30일 평균(1310.3원) 대비 송금 불리"
2023-12-13,1319.9,"전일대비 +5.90원(상승), 최근30일 평균(1309.1원) 대비 송금 불리"
2023-12-14,1295.4,"전일대비 -24.50원(하락), 최근30일 평균(1307.8원) 대비 송금 유리"
2023-12-15,1296.5,"전일대비 +1.10원(상승), 최근30일 평균(1306.3원) 대비 송금 유리"
2023-12-18,1297.2,"전일대비 +0.70원(상승), 최근30일 평균(1305.4원) 대비 송금 유리"
2023-12-19,1307.8,"전일대비 +10.60원(상승), 최근30일 평균(1305.4원) 대비 송금 불리"
2023-12-20,1298.9,"전일대비 -8.90원(하락), 최근30일 평균(1305.4원) 대비 송금 유리"
2023-12-21,1305.1,"전일대비 +6.20원(상승), 최근30일 평균(1305.0원) 대비 송금 불리"
2023-12-22,1303.0,"전일대비 -2.10원(하락), 최근30일 평균(1304.8원) 대비 송금 유리"
2023-12-26,1294.5,"전일대비 -8.50원(하락), 최근30일 평균(1304.4원) 대비 송금 유리"
2023-12-27,1294.2,"전일대비 -0.30원(하락), 최근30일 평균(1303.4원) 대비 송금 유리"
2023-12-28,1288.0,"전일대비 -6.20원(하락), 최근30일 평균(1302.2원) 대비 송금 유리"
2024-01-02,1300.4,"전일대비 +12.40원(상승), 최근30일 평균(1301.8원) 대비 송금 유리"
2024-01-03,1304.8,"전일대비 +4.40원(상승), 최근30일 평균(1301.9원) 대비 송금 불리"
2024-01-04,1310.0,"전일대비 +5.20원(상승), 최근30일 평균(1302.2원) 대비 송금 불리"
2024-01-05,1315.4,"전일대비 +5.40원(상승), 최근30일 평균(1302.8원) 대비 송금 불리"
2024-01-08,1316.0,"전일대비 +0.60원(상승), 최근30일 평균(1303.6원) 대비 송금 불리"
2024-01-09,1315.7,"전일대비 -0.30원(하락), 최근30일 평균(1304.2원) 대비 송금 불리"
2024-01-10,1320.1,"전일대비 +4.40원(상승), 최근30일 평균(1304.8원) 대비 송금 불리"
2024-01-11,1312.9,"전일대비 -7.20원(하락), 최근30일 평균(1305.2원) 대비 송금 불리"
2024-01-12,1313.5,"전일대비 +0.60원(상승), 최근30일 평균(1305.5원) 대비 송금 불리"
2024-01-15,1320.2,"전일대비 +6.70원(상승), 최근30일 평균(1306.2원) 대비 송금 불리"
2024-01-16,1331.8,"전일대비 +11.60원(상승), 최근30일 평균(1307.2원) 대비 송금 불리"
2024-01-17,1344.2,"전일대비 +12.40원(상승), 최근30일 평균(1308.6원) 대비 송금 불리"
2024-01-18,1339.7,"전일대비 -4.50원(하락), 최근30일 평균(1309.9원) 대비 송금 불리"
2024-01-19,1339.0,"전일대비 -0.70원(하락), 최근30일 평균(1311.1원) 대비 송금 불리"
2024-01-22,1338.9,"전일대비 -0.10원(하락), 최근30일 평균(1312.0원) 대비 송금 불리"
2024-01-23,1333.4,"전일대비 -5.50원(하락), 최근30일 평균(1312.9원) 대비 송금 불리"
2024-01-24,1337.0,"전일대비 +3.60원(상승), 최근30일 평균(1313.1원) 대비 송금 불리"
2024-01-25,1335.8,"전일대비 -1.20원(하락), 최근30일 평균(1314.1원) 대비 송금 불리"
2024-01-26,1336.3,"전일대비 +0.50원(상승), 최근30일 평균(1314.8원) 대비 송금 불리"
